"Airport..Name" "Origin.State" "origin_id"
"CHEFORNAK ARPT" "Alaska" 1091
"BARROW COUNTY ARPT" "Georgia" 1092
"NEW MARKET" "Virginia" 1093
"CHESTERFIELD COUNTY ARPT" "Virginia" 1094
"MARCO ISLAND ARPT" "Florida" 1095
"VALKARIA" "Florida" 1096
"SALINAS MUNICIPAL ARPT" "California" 1097
"SUNDANCE AIRPARK" "Oklahoma" 1098
"NEWPORT STATE ARPT" "Rhode Island" 1099
"HUSLIA ARPT" "Alaska" 1100
"JASPER COUNTY ARPT-BELL FIELD" "Texas" 1101
"ARLINGTON MUNICIPAL ARPT (TX)" "Washington" 1102
"BREMERTON NATIONAL ARPT" "Washington" 1103
"MECKLENBURG-BRUNSWICK REGIONAL" "Virginia" 1104
"YERINGTON MUNICIPAL ARPT" "Nevada" 1105
"ROTA" "N/A" 1106
"TULIP CITY ARPT" "Michigan" 1107
"MONROE-WALTON COUNTY" "Georgia" 1108
"HOGUE ARPT" "Tennessee" 1109
"COTE D AZUR" "N/A" 1110
"WILEY POST-WILL ROGERS MEM" "Alaska" 1111
"HUNTINGBURG ARPT" "Indiana" 1112
"GRAHAM MUNICIPAL ARPT" "Texas" 1113
"CLARK INTL" "N/A" 1114
"NORTHAMPTON ARPT" "Massachusetts" 1115
"FAIRMONT MUNI-FRANKMAN FLD" "West Virginia" 1116
"KONA INTL ARPT" "Hawaii" 1117
"MURRAY FIELD AIRPORT" "California" 1118
"BRANDYWINE ARPT" "Pennsylvania" 1119
"GILA BEND MUNICIPAL" "Arizona" 1120
"SKYHAVEN" "Missouri" 1121
"REDSTONE ARMY AIRFIELD" "Alabama" 1122
"ANDERSON MUNI-DARLINGTON FLD" "Indiana" 1123
"LOS ALAMITOS ARMY AIRFIELD" "California" 1124
"FOX STEPHENS FIELD-GILMER MUNI ARPT" "Texas" 1125
"WINONA MUNICIPAL ARPT" "Minnesota" 1126
"COLOGNE-BONN" "N/A" 1127
"DADE-COLLIER TRAINING & TRANSITION ARPT" "Florida" 1128
"MINERAL WELLS ARPT" "Texas" 1129
"NORFOLK NAVAL STATION" "Virginia" 1130
"FREDERICK MUNICIPAL ARPT" "Maryland" 1131
"HERLONG AIRPORT" "Florida" 1132
"CROOKSTON MUNI ARPT-KIRKWOOD FIELD" "Minnesota" 1133
"THE FLORIDA KEYS MARATHON" "Florida" 1134
"WHITE COUNTY ARPT" "Indiana" 1135
"SAN PEDRO SULA LA MESA" "N/A" 1136
"QUANTICO MCAF/TURNER FIELD" "Virginia" 1137
"VALENCIA AIRPORT" "N/A" 1138
"ACADIANA REGIONAL ARPT" "Louisiana" 1139
"BETHEL ARPT" "Alaska" 1140
"PALMYRA (COOPER) AIRPORT" "Prince Edward Island" 1141
"MOUNT AIRY/SURRY COUNTY ARPT" "North Carolina" 1142
"DUBAI INTL" "N/A" 1143
"BROWNWOOD MUNICIPAL ARPT" "Texas" 1144
"SOUTH VALLEY REGIONAL ARPT" "Utah" 1145
"CLARE MUNICIPAL ARPT" "Michigan" 1146
"KICKAPOO DOWNTOWN ARPT" "Texas" 1147
"CLINTON COUNTY ARPT" "New York" 1148
"MADISONVILLE MUNICIPAL" "Kentucky" 1149
"NADI INTL" "N/A" 1150
"MASSEY RANCH AIRPARK" "Florida" 1151
"ROBT J MILLER AIR PARK" "New Jersey" 1152
"POLLOCK MUNICIPAL" "Louisiana" 1153
"SANTIAGO CIBAO INTL" "N/A" 1154
"PETER O KNIGHT ARPT" "Florida" 1155
"BOERNE STAGE FIELD" "Texas" 1156
"MALMO-STURUP ARPT" "N/A" 1157
"GEORGETOWN COUNTY ARPT" "South Carolina" 1158
"KARLUK ARPT" "Alaska" 1159
"AEROACRES ARPT" "Oregon" 1160
"RAMONA ARPT" "California" 1161
"PALM BEACH COUNTY PARK ARPT" "Florida" 1162
"CROSS CITY ARPT" "Florida" 1163
"SOUTHWEST WASHINGTON REGIONAL ARPT" "Washington" 1164
"LINDEN AIRPORT" "New Jersey" 1165
"ISLESBORO" "Maine" 1166
"NASA SHUTTLE LANDING FACILITY" "Florida" 1167
"PULLMAN-MOSCOW REGIONAL" "Washington" 1168
"MINUTE MAN AIR FIELD" "Massachusetts" 1169
"IOWA FALLS MUNICIPAL ARPT" "Iowa" 1170
"FELTS FIELD ARPT" "Washington" 1171
"ROOKE FIELD ARPT" "Texas" 1172
"DENTON MUNICIPAL ARPT" "Texas" 1173
"LEE'S SUMMIT MUNICIPAL ARPT" "Missouri" 1174
"BLANDING MUNICIPAL" "Utah" 1175
"EAST MIDLANDS" "N/A" 1176
"GANSNER FIELD" "California" 1177
"LAKE BARKLEY STATE PK ARPT" "Kentucky" 1178
"BAIYUN AIRPORT" "N/A" 1179
"HILTON HEAD ISLAND" "South Carolina" 1180
"MERRIT ISLAND ARPT" "Florida" 1181
"KIPNUK ARPT" "Alaska" 1182
"CARSON ARPT" "Nevada" 1183
"LAKE CITY MUNICIPAL ARPT" "Florida" 1184
"VERMILION REGIONAL ARPT" "Illinois" 1185
"SOLBERG-HUNTERDON" "New Jersey" 1186
"ELEFTHERIOS VENIZELOS INTL" "N/A" 1187
"MCCOOK MUNICIPAL ARPT" "Nebraska" 1188
"WILLOW ISLAND AIRPARK" "Kentucky" 1189
"FERGUS FALLS MUNICIPAL ARPT" "Minnesota" 1190
"BEAVER ISLAND ARPT" "Michigan" 1191
"LAMONI MUNICIPAL ARPT" "Iowa" 1192
"MANAS INTL" "N/A" 1193
"ALMATY INTL ARPT" "N/A" 1194
"NEW BRAUNFELS MUNICIPAL ARPT" "Texas" 1195
"BAUDETTE INTL ARPT" "Minnesota" 1196
"DALLAS EXECUTIVE ARPT" "Texas" 1197
"ELOY ALFARO INTL" "N/A" 1198
"WILLIAM M TUCK ARPT" "Virginia" 1199
"WHEELING OHIO COUNTY ARPT" "West Virginia" 1200
"SPRINGERVILLE MUNICIPAL" "Arizona" 1201
"LAUGHLIN BULLHEAD INTL" "Arizona" 1202
"MACOMB MUNICIPAL ARPT" "Illinois" 1203
"GRAND CANYON WEST" "Arizona" 1204
"MACKINAC ISLAND ARPT" "Michigan" 1205
"UNIV OF OKLAHOMA WESTHEIMER ARPT" "Oklahoma" 1206
"TREVISO ARPT" "N/A" 1207
"SEDONA ARPT" "Arizona" 1208
"DONALDSON CENTER ARPT" "South Carolina" 1209
"HAMILTON" "Ontario" 1210
"SEYMOUR MUNICIPAL" "Texas" 1211
"EPHRAIM- FISH CREEK" "Wisconsin" 1212
"OGDENSBURG INTL ARPT" "New York" 1213
"EVERETT-STEWART MUNICIPAL ARPT" "Tennessee" 1214
"TANSONNHAT" "N/A" 1215
"MARSHALL ISLANDS INTL ARPT" "Prince Edward Island" 1216
"MERRILL MUNICIPAL ARPT" "Wisconsin" 1217
"POTSDAM MUNICIPAL ARPT" "New York" 1218
"PRINCESS JULIANA" "N/A" 1219
"DARE COUNTY REGIONAL ARPT" "North Carolina" 1220
"PARIS MUNICIPAL" "Arkansas" 1221
"JIM HOGG COUNTY AROT" "Texas" 1222
"FRONT RANGE ARPT" "Colorado" 1223
"FRANKLIN FIELD ARPT" "California" 1224
"LAWRENCE SMITH MEMORIAL ARPT" "Missouri" 1225
"PETER PRINCE FIELD ARPT" "Florida" 1226
"WEST BRANCH COMMUNITY ARPT" "Michigan" 1227
"CLINTON-SHERMAN ARPT" "Oklahoma" 1228
"ENID WOODRING REGIONAL ARPT" "Oklahoma" 1229
"SUSANVILLE MUNICIPAL ARPT" "California" 1230
"DEXTER B FLORENCE MEMORIAL FIELD ARPT" "Arkansas" 1231
"OUTLAW FIELD ARPT" "Tennessee" 1232
"YUBA COUNTY ARPT" "California" 1233
"RUSSELLVILLE REGIONAL ARPT" "Arkansas" 1234
"MILLER AIR PARK ARPT" "North Carolina" 1235
"GENERAL RAFAEL BUELNA INTL" "N/A" 1236
"AUBURN MUNICIPAL ARPT (WA)" "Washington" 1237
"FERIHEGY ARPT" "N/A" 1238
"STENNIS INTL ARPT" "Mississippi" 1239
"SOUTHERN CALIFORNIA LOGISTICS" "California" 1240
"LOGAN-CACHE ARPT" "Utah" 1241
"SOUTH JERSEY REGIONAL ARPT" "New Jersey" 1242
"ARNOLD FIELD ARPT" "Tennessee" 1243
"SAN BERNARDINO INTL ARPT" "California" 1244
"ONA AIRPARK ARPT" "West Virginia" 1245
"ALLIANCE MUNICIPAL ARPT" "Nebraska" 1246
"DANIEL FIELD ARPT" "Georgia" 1247
"OKMULGEE REGIONAL  ARPT" "Oklahoma" 1248
"BLYTHEVILLE MUNICIPAL ARPT" "Arkansas" 1249
"CAMDENTON MEMORIAL ARPT" "Missouri" 1250
NULL "Puerto Rico" 1251
"SIERRA VISTA MUNICIPAL" "Arizona" 1252
"PERRY MUNICIPAL ARPT" "Oklahoma" 1253
"RICHARD B RUSSELL" "Georgia" 1254
"NEW TOKYO INTL" "N/A" 1255
"YELLOWSTONE REGIONAL" "Wyoming" 1256
"GENERAL IGNACIO P GARCIA INTL" "N/A" 1257
"FULTON COUNTY ARPT" "New York" 1258
"SUNRIVER" "Oregon" 1259
"ST. LUCIA-VIGIE" "N/A" 1260
"KENMARE MUNICIPAL ARPT" "North Dakota" 1261
"MILLINGTON REGIONAL JETPORT ARPT" "Tennessee" 1262
"MONTROSE REGIONAL ARPT" "Colorado" 1263
"PADGHAM FIELD" "Michigan" 1264
"JEFFERSON COUNTY INTL" "Washington" 1265
"MADISON COUNTY ARPT" "Ohio" 1266
"LAKELAND LINDER REGIONAL" "Florida" 1267
"WADENA MUNICIPAL" "Minnesota" 1268
"SHEREMETYEVO INTL" "N/A" 1269
"JOHNSTOWN-CAMBRIA" "Pennsylvania" 1270
"ZURICH" "N/A" 1271
"ANGOLA" "Indiana" 1272
"CIUDAD DEL ESTE GARCIA" "N/A" 1273
"DODGE CITY REGIONAL ARPT" "Kansas" 1274
"CLINTON FIELD ARPT" "Ohio" 1275
"MERIDEN MARKHAM MUNICIPAL ARPT" "Connecticut" 1276
"NEWTON FIELD ARPT" "Maine" 1277
"KOKOMO MUNICIPAL ARPT" "Indiana" 1278
"GRATIOT COMMUNITY" "Michigan" 1279
"LEIPZIG-HALLE" "N/A" 1280
"HARTNESS STATE ARPT" "Vermont" 1281
"GREENWOOD LAKE ARPT" "New Jersey" 1282
"STEVENSVILLE" "Montana" 1283
"ANDREWS UNIV AIRPARK" "Michigan" 1284
"OCEANA NAVAL AIR STATION" "Virginia" 1285
"HAYS REGIONAL" "Kansas" 1286
"CEDAR CITY REGIONAL" "Utah" 1287
"CUSTER ARPT" "Michigan" 1288
"WARSAW MUNICIPAL (IN)" "Indiana" 1289
"PRIVATE AIR STRIP" "Texas" 1290
"MIDDLETON MUNI MOREY FIELD" "Wisconsin" 1291
"ALTUS/QUARTZ MOUNTAIN RGNL ARPT" "Oklahoma" 1292
"VIENNA INTL" "N/A" 1293
"HEFNER-EASLEY AIRSTRIP" "Oklahoma" 1294
"STOCKTON MUNICIPAL ARPT" "Missouri" 1295
"M GRAHAM CLARK - TANEY COUNTY ARPT" "Missouri" 1296
"NASH FIELD INDIANOLA (PVT)" "Iowa" 1297
"BEAUFORT COUNTY ARPT" "South Carolina" 1298
"ELKHART-MORTON COUNTY ARPT" "Kansas" 1299
"HENRY TIFT MYERS ARPT" "Georgia" 1300
"FRIDAY HARBOR ARPT" "Washington" 1301
"KILLEEN/FT HOOD REGIONAL" "Texas" 1302
"MAJORS ARPT" "Texas" 1303
"SELDOVIA" "Alaska" 1304
"RICHARD I BONG ARPT" "Wisconsin" 1305
"SOUTH ALBANY ARPT" "New York" 1306
"MACTAN-CEBU INTL" "N/A" 1307
"COOK COUNTY ARPT" "Georgia" 1308
"ST. MARYS COUNTY REGIONAL" "Maryland" 1309
"BRAZORIA COUNTY ARPT" "Texas" 1310
"MOFFETT FEDERAL AIRFIELD" "California" 1311
"TRIPLE W ARPT" "North Carolina" 1312
"OCEANSIDE  MUNICIPAL ARPT" "California" 1313
"WINSTON FIELD ARPT" "Texas" 1314
"MILLER FIELD ARPT" "Nebraska" 1315
"EDWARD F KNAPP STATE ARPT" "Vermont" 1316
"NORMAN MANLEY INTL" "N/A" 1317
"PINCKNEYVILLE-DU QUOIN" "Illinois" 1318
"LEESBURG INTL ARPT" "Florida" 1319
NULL "DC" 1320
"MOODY AIR FORCE BASE" "Georgia" 1321
"PETALUMA MUNICIPAL ARPT" "California" 1322
"WRIGHT-PATTERSON AIR FORCE BASE" "Ohio" 1323
"BIG SANDY REGIONAL ARPT" "Kentucky" 1324
"CASTLE ARPT" "California" 1325
NULL "Connecticut" 1326
"ANDREWS AIR FORCE BASE" "Maryland" 1327
"NEVADA COUNTY AIR PARK" "California" 1328
"BIRD FIELD AIRPORT" "Missouri" 1329
"MIDLAND AIRPARK" "Texas" 1330
"YUMA MCAS/YUMA INTL ARPT" "Arizona" 1331
"ST GEORGE MUNICIPAL ARPT" "Utah" 1332
"GEORGETOWN MUNICIPAL ARPT" "Texas" 1333
"LOPEZ ISLAND ARPT" "Washington" 1334
NULL "Montana" 1335
"HARVEY FIELD" "Washington" 1336
"SOLDOTNA AIRPORT" "Alaska" 1337
"GILLESPIE COUNTY" "Texas" 1338
"MARCH ARB ARPT" "California" 1339
"HENRI COANDA INTL ARPT" "N/A" 1340
"BASEL-MULHOUSE-FREIBURG" "N/A" 1341
"NAS JRB FORT WORTH" "Texas" 1342
"BROOKS COUNTY" "Texas" 1343
"FARMINGTON REGIONAL" "Missouri" 1344
"MIDDLE PENINSULA REGIONAL ARPT" "Virginia" 1345
"MATINICUS ISLAND ARPT" "Maine" 1346
"CLAYTON COUNTY ARPT- TARA FIELD" "Georgia" 1347
"PRINCETON MUNICIPAL" "Minnesota" 1348
"SUVARNABHUMI INTL ARPT (NEW BANGKOK )" "N/A" 1349
"PATUXENT RIVER NAS" "Maryland" 1350
"COLES COUNTY MEMORIAL ARPT" "Illinois" 1351
"WALKER FIELD (IA)" "Iowa" 1352
"WATTS-WOODLAND ARPT" "California" 1353
"GUSTAVUS ARPT" "Alaska" 1354
"LONDON-LUTON ARPT" "N/A" 1355
"LEE GILMER MEMORIAL ARPT" "Georgia" 1356
"ARANSAS COUNTY ARPT" "Texas" 1357
"SKY HARBOR" "Minnesota" 1358
"NEW GARDEN" "Pennsylvania" 1359
"BRADFORD REGIONAL" "Pennsylvania" 1360
"ARLINGTON MUNICIPAL ARPT (WA)" "Texas" 1361
"YELLOWSTONE ARPT" "Montana" 1362
"DEER PARK ARPT" "Washington" 1363
"LA CHOLLA AIRPARK ARPT" "Arizona" 1364
NULL "West Virginia" 1365
"WILLISTON MUNICIPAL ARPT" "Florida" 1366
"MUELLER FARM ARPT" "Kentucky" 1367
"CHARLTON BUILDING HELIPORT" "Minnesota" 1368
"MID-AMERICA INDUSTRIAL" "Oklahoma" 1369
"DAKAY-YOFF-LEOPOLD SEDAR SENGHOR" "N/A" 1370
"JOSE MARIA CORDOVE ARPT" "N/A" 1371
"FESTUS MEMORIAL ARPT" "Missouri" 1372
"STUTTGART GERMANY" "N/A" 1373
"NEW CHITOSE" "N/A" 1374
"UMMC HELIPORT" "Michigan" 1375
"GLASGOW MUNICIPAL ARPT" "Kentucky" 1376
"CAPITOL" "Wisconsin" 1377
"PEARSON FIELD ARPT" "Washington" 1378
"SPANISH FORK-SPRINGVILLE" "Utah" 1379
"ST CLAIR COUNTY INTL ARPT" "Michigan" 1380
"PERRY COUNTY MUNICIPAL" "Indiana" 1381
"OLIVE BRANCH ARPT" "Mississippi" 1382
"NICE (FRANCE)" "N/A" 1383
"NEW RICHMOND REGIONAL" "Wisconsin" 1384
"CARROLL COUNTY ARPT" "Arkansas" 1385
"WAUSAU DOWNTOWN ARPT" "Wisconsin" 1386
"MACON DOWNTOWN ARPT" "Georgia" 1387
"OSCEOLA MUNICIPAL ARPT" "Arkansas" 1388
"CALVADA MEADOWS ARPT" "Nevada" 1389
"CHEHALIS-CENTRALIA ARPT" "Washington" 1390
"PLANT CITY ARPT" "Florida" 1391
"MERCEDITA ARPT" "Puerto Rico" 1392
"COVENTRY ARPT" "N/A" 1393
"FOWLER ARPT" "Colorado" 1394
"HEBER CITY MUNICIPAL" "Utah" 1395
"SELAWICK ARPT" "Alaska" 1396
"SEELEY LAKE" "Montana" 1397
"CORVALLIS MUNICIPAL ARPT" "Oregon" 1398
"PAUMA VALLEY AIR PARK ARPT" "California" 1399
"SOUTHAMPTON ARPT" "N/A" 1400
"NORTH PALM BEACH CNTY GEN AVTN" "Florida" 1401
"DEL RIO INTL ARPT" "Texas" 1402
"RAS TANAJIB" "N/A" 1403
"FRAZIER LAKE AIRPARK" "California" 1404
"RIYAHD AIR BASE" "N/A" 1405
"VIRGINIA HIGHLANDS ARPT" "Virginia" 1406
"BOLINGBROOKS CLOW INTL" "Illinois" 1407
"CRAIG MUNICIPAL ARPT" "Florida" 1408
"WASHINGTON COUNTY MEMORIAL" "Kansas" 1409
"MC GUIRE AIR FORCE BASE" "New Jersey" 1410
"EDSON" "Alberta" 1411
"NOME ARPT" "Alaska" 1412
"HERNANDO VILLAGE ARPK" "Mississippi" 1413
"SCOTT AFB/MIDAMERICA" "Illinois" 1414
"EAST KANSAS CITY ARPT" "Missouri" 1415
"STEPHENVILLE" "Newfoundland and Labrador" 1416
"SANDPOINT ARPT" "Idaho" 1417
"BRITTON MUNICIPAL ARPT SD" "South Dakota" 1418
"FORT COLLINS-LOVELAND" "Colorado" 1419
"CORDOVA MUNICIPAL ARPT" "Alaska" 1420
"LIVINGSTON COUNTY SPENCER J HARDY" "Michigan" 1421
"BLACKBUSHE ARPT" "N/A" 1422
"HALF MOON BAY" "California" 1423
"FARIFIELD COUNTY ARPT" "South Carolina" 1424
"KIRKSVILLE REGIONAL" "Missouri" 1425
"WHEELER-SACK ARMY AIRFIELD" "New York" 1426
"SUDBURY" "Ontario" 1427
"MIAMI VALLEY HOSPITAL HELIPORT" "Ohio" 1428
"WILLMAR MUNICIPAL" "Minnesota" 1429
"BERLIN TEGEL" "N/A" 1430
"SITKA (SPB)" "Alaska" 1431
"HANA ARPT" "Hawaii" 1432
"GREENVILLE MUNICIPAL" "Michigan" 1433
"GRIFFISS INTL" "New York" 1434
"BAHRAIN INTL" "N/A" 1435
"HENDERSON CITY-COUNTY ARPT" "Kentucky" 1436
"CHADRON MUNICIPAL ARPT" "Nebraska" 1437
"DIAMOND POINT AIRSTRIP" "Washington" 1438
"HENDRICKS COUNTY-GORDON GRAHAM FIELD" "Indiana" 1439
"THIEF RIVER FALLS REGIONAL" "Minnesota" 1440
"MARLBORO ARPT" "Massachusetts" 1441
"DIXON ARPT" "Wyoming" 1442
"NEW CASTLE MUNICIPAL ARPT" "Pennsylvania" 1443
"WAUKESHA COUNTY ARPT" "Wisconsin" 1444
"MANISTEE COUNTY-BLACKER ARPT" "Michigan" 1445
"SHENZHEN" "N/A" 1446
"MAGNOLIA MUNICIPAL" "Arkansas" 1447
"ROCK HILL (YORK CO) BRYANT FLD" "South Carolina" 1448
"HUMBERSIDE" "N/A" 1449
"KELLEYS ISLAND LAND FIELD ARPT" "Ohio" 1450
"BRISTOL INTL" "N/A" 1451
"HUTCHINSON MUNICIPAL-BUTLER FLD" "Minnesota" 1452
"SELFRIDGE AIR NATIONAL GUARD BASE" "Michigan" 1453
"KERVILLE MUNICIPAL" "Texas" 1454
"LONDON ASHFORD ARPT" "N/A" 1455
"PICKAWAY COUNTY MEMORIAL ARPT" "Ohio" 1456
"MURTALA MUHAMMED" "N/A" 1457
"ORMOND BEACH MUNICIPAL ARPT" "Florida" 1458
"BURLINGTON-ALAMANCE REGIONAL" "North Carolina" 1459
"ANACORTES" "Washington" 1460
"STINSON MUNICIPAL ARPT" "Texas" 1461
"MCCONNELL AIR FORCE BASE" "Kansas" 1462
"GRANT COUNTY" "New Mexico" 1463
"SAN SALVADOR INTL" "N/A" 1464
"SEBASTIAN MUNICIPAL" "Florida" 1465
"BELLEVILLE MUNICIPAL" "Kansas" 1466
"GUERNSEY ARPT" "N/A" 1467
"VERNAL ARPT" "Utah" 1468
"GWINNETT COUNTY - BRISCOE FIELD" "Georgia" 1469
"VANDENBERG ARPT" "Florida" 1470
"ALDERGROVE (BELFAST INTL)" "N/A" 1471
"SHERIDAN COUNTY ARPT" "Wyoming" 1472
"KIT CARSON COUNTY" "Colorado" 1473
"GREEN COUNTY" "Pennsylvania" 1474
"CARLISLE MUNICIPAL" "Arkansas" 1475
"LAS CRUCES INTL" "New Mexico" 1476
"DOHA INTL" "N/A" 1477
"CLEVELAND MUNICIPAL ARPT" "Mississippi" 1478
"TAPPAHANNOCK-ESSEX COUNTY" "Virginia" 1479
"BRUNSWICK GOLDEN ISLES" "Georgia" 1480
"KITCHENER/WATERLOO REGIONAL" "Ontario" 1481
"CAPE TOWN INTL ARPT" "N/A" 1482
"PENNS LANDING HELIPORT" "Pennsylvania" 1483
"DE KALB TAYLOR MUNICIPAL ARPT" "Illinois" 1484
"ALDERNEY ARPT" "N/A" 1485
"NEW SMYRNA BEACH MUNICIPAL ARPT" "Florida" 1486
"BAY BRIDGE" "Maryland" 1487
"DUNKIRK ARPT" "New York" 1488
"ERA HELICOPTERS CAMERON BASE HELIPORT" "Louisiana" 1489
"FIRST FLIGHT" "North Carolina" 1490
"NORTH TEXAS REGIONAL ARPT" "Texas" 1491
"EVANSTON-UINTA COUNTY BURNS FIELD" "Wyoming" 1492
"OSBORNE ARPT" "N/A" 1493
"KALAUPAPA ARPT" "Hawaii" 1494
"COOPERSTOWN MUNICIPAL ARPT" "North Dakota" 1495
"VISALIA MUNICIPAL ARPT" "California" 1496
"JESSE VIERTEL MEMORIAL ARPT" "Missouri" 1497
"MADISON COUNTY EXECUTIVEARPT" "Alabama" 1498
"GOOSE BAY" "Newfoundland and Labrador" 1499
"ERA HELICOPTERS FOURCHON HELIBASE" "Louisiana" 1500
"EARECKSON AIR STATION" "Alaska" 1501
"CAVERN CITY AIR TERMINAL" "New Mexico" 1502
"EDINBURGH ARPT" "N/A" 1503
"MARSHFIELD MUNI/G HARLOW FLD" "Massachusetts" 1504
"PHI VENICE HELIPORT" "Louisiana" 1505
"ANTONE RANCH ARPT" "Oregon" 1506
"ROBERT L SUGGS HELIPORT" "Louisiana" 1507
"CAPE COD COAST GUARD AIR STATION" "Massachusetts" 1508
"MITCHELL MUNICIPAL ARPT" "South Dakota" 1509
"LACONIA MUNICIPAL" "New Hampshire" 1510
"POPLAR BLUFF MUNICIPAL" "Missouri" 1511
"WAYNE COUNTY" "Ohio" 1512
"JERSEY ARPT" "N/A" 1513
"NOI BAI INTL ARPT" "N/A" 1514
"GLOUCESTERSHIRE ARPT" "N/A" 1515
"DOWNTOWN MANHATTAN/WALL ST HELIP" "New York" 1516
"WAYNESVILLE-ST ROBERT REGIONAL FORNEY FIELD" "Missouri" 1517
"FARNBOROUGH ARPT" "N/A" 1518
"DOBBINS AIR RESERVE BASE" "Georgia" 1519
"HUTSON FIELD ARPT" "North Dakota" 1520
"OCEAN CITY MUNICIPAL (NJ)" "New Jersey" 1521
"OOSTTENDE" "N/A" 1522
"LANGLEY AIR FORCE BASE" "Virginia" 1523
"USAF ACADEMY BULLSEYE AUX AIRSTRIP" "Colorado" 1524
"COMPTON/WOODLEY ARPT" "California" 1525
"FOLSOM FIELD ARPT" "Alabama" 1526
"ENTERPRISE MUNICIPAL ARPT" "Oregon" 1527
"NORTH CENTRAL STATE ARPT" "Rhode Island" 1528
"HIGGINSVILLE INDUSTRIAL MUNICIPAL ARPT" "Missouri" 1529
"MONTICELO MUNICIPAL ARPT" "Arkansas" 1530
"GLASGOW INTL/WOKAL FIELD" "Montana" 1531
"HAYFORK ARPT" "California" 1532
"MACDILL AIR FORCE BASE" "Florida" 1533
"ANGELINA COUNTY" "Texas" 1534
"ALLENTOWN QUEEN CITY MUNICIPAL" "Pennsylvania" 1535
"CLAREMONT MUNICIPAL ARPT" "New Hampshire" 1536
"ONTARIO MUNICIPAL ARPT" "Oregon" 1537
"NORTHEASTERN REGIONAL" "North Carolina" 1538
"SCOTT CITY MUNICIPAL ARPT" "Kansas" 1539
"FAULKTON MUNICIPAL ARPT" "South Dakota" 1540
"WILDER ARPT" "South Dakota" 1541
"NYPD AIR OPS HELIPORT -PVT" "New York" 1542
"ADAK ARPT" "Alaska" 1543
"BAGRAM AIR BASE" "N/A" 1544
"PINE RIVER REGIONAL ARPT" "Minnesota" 1545
"CHILLICOTHE MUNICIPAL ARPT" "Missouri" 1546
"RICHLAND ARPT" "Washington" 1547
"RHINELANDER-ONEIDA COUNTY" "Wisconsin" 1548
"ODESSA-SCHLEMEYER FIELD ARPT" "Texas" 1549
"TWIN LAKES RANCH ARPT" "Oklahoma" 1550
"GRANITE FALLS MUNICIPAL ARPT" "Minnesota" 1551
NULL "Wyoming" 1552
"BLUE SPRINGS HELIPORT" "Missouri" 1553
"WASHINGTON EXECUTIVE ARPT HYDE FIELD" "Maryland" 1554
"PRIVATE AIR STRIP" "California" 1555
"LEA COUNTY REGIONAL ARPT" "New Mexico" 1556
"MARINA MUNICIPAL ARPT" "California" 1557
"GREAT BENT MUNICIPAL" "Kansas" 1558
"DELPHI MUNICIPAL ARPT" "Indiana" 1559
"LONDON-CORBIN ARPT-MAGEE  FIELD" "Kentucky" 1560
"ARLANDA SWEDEN" "N/A" 1561
"CANYONLANDS FIELD" "Utah" 1562
"INDEPENDENCE MUNICIPAL ARPT" "Kansas" 1563
"SOUTH COUNTY ARPT OF SANTA CLARA COUNTY" "California" 1564
"THROCKMORTON MUNICIPAL" "Texas" 1565
NULL "Vermont" 1566
"EL RENO REGIONAL ARPT" "Oklahoma" 1567
"VANCE BRAND ARPT" "Colorado" 1568
"MARCO POLO INTL" "N/A" 1569
"STILLWATER REGIONAL ARPT" "Oklahoma" 1570
"OWOSSO COMMUNITY ARPT" "Michigan" 1571
"BRANSON ARPT" "Missouri" 1572
"BOLIVAR MUNICIPAL ARPT" "Missouri" 1573
"LIEGE ARPT" "N/A" 1574
"SOUTH LAFOURCHE LEONARD MILLER  JR ARPT" "Louisiana" 1575
"BALDWIN COUNTY ARPT" "Georgia" 1576
"CANANDAIGUA ARPT" "New York" 1577
"BOWMAN FIELD ARPT" "Maine" 1578
"YORK ARPT" "Pennsylvania" 1579
"QUEBEC/JEAN LESAGE INTL" "Quebec" 1580
"CORSICANA MUNICIPAL ARPT" "Texas" 1581
"MERCED MUNICIPAL" "California" 1582
"ELK GROVE ARPT" "California" 1583
"DEMING MUNICIPAL ARPT" "New Mexico" 1584
"WINDHAM ARPT" "Connecticut" 1585
"INVERNESS ARPT" "N/A" 1586
"FERANDINA BEACH MUNICIPAL ARPT" "Florida" 1587
"METRO HEALTH MEDICAL CENTER HELIPORT" "Ohio" 1588
"NEWTON CITY/COUNTY ARPT" "Kansas" 1589
"HOBBY FIELD ARPT" "Oregon" 1590
"SPRINGDALE MUNICIPAL ARPT" "Arkansas" 1591
"SHOREHAM ARPT" "N/A" 1592
"C.E.F. AIRPORT" "Missouri" 1593
"SHALZ FIELD ARPT" "Kansas" 1594
"RUCKEL AIRPORT" "Florida" 1595
"CAMPBELL ARPT" "Illinois" 1596
"DILLINGHAM ARPT" "Alaska" 1597
"MESQUITE METRO ARPT" "Texas" 1598
"FRANK WILEY FIELD ARPT" "Montana" 1599
"DELAWARE AIRPARK" "Delaware" 1600
"ROCHESTER ARPT" "N/A" 1601
"WATSONVILLE MUNICIPAL ARPT" "California" 1602
"MARICOPA MEDICAL CENTER HELIPORT" "Arizona" 1603
"BLUE RIDGE ARPT" "Virginia" 1604
"BIGGIN HILL ARPT" "N/A" 1605
"GLADEWATER MUNICIPAL ARPT" "Texas" 1606
